서비스ID,서비스명,서비스 요약,상세 링크,시도명,시군구명,담당부서명,신청방법,지원주기,지급방식,생애주기,대상특성,관심주제,조회수,최종수정일
WLF00005789,온종일 돌봄 서비스 비용 지원,다함께돌봄센터 이용 아동 보호자의 경제적 부담 경감 및 돌봄서비스 질 향상,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005789&wlfareInfoReldBztpCd=02,전북특별자치도,정읍시,전북특별자치도 정읍시 복지환경국 여성가족과,방문,월,기타,아동,다자녀,,178,20250812
WLF00005786,장난감대여점 이용지원( 두자녀 이상 연회비 면제),영유아의 창의력 증진과 장난감 구매의 경제적 부담 절감 등 시민복지 증진,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005786&wlfareInfoReldBztpCd=02,전북특별자치도,정읍시,전북특별자치도 정읍시 복지환경국 여성가족과,방문,년,기타,영유아,다자녀,,90,20250812
WLF00005764,아이돌봄지원사업 본인부담금 지원,가정의 아이돌봄을 지원하여 아이의 복지증진 및 보호자의 일가정양립을 통한 양육친화적 사회환경 조성,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005764&wlfareInfoReldBztpCd=02,제주특별자치도,서귀포시,제주특별자치도 서귀포시 복지위생국 여성가족과,"인터넷, 방문",월,현금지급,영유아,,서민금융,851,20250812
WLF00005753,성북구 서울형 키즈카페 운영,서울형 키즈카페(공공형 실내 어린이놀이시설)를 운영하여 어린이의 놀이권을 보장하고 보호자의 양육부담을 완화합니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005753&wlfareInfoReldBztpCd=02,서울특별시,,서울특별시 성북구 복지교육국 여성가족과,,분기,기타,,,,328,20250812
WLF00005645,서대문구 아빠 육아휴직장려금 지원사업,남성양육자의 육아휴직을 장려하여 양육참여도를 높여 양성평등한 육아환경 구축 및 육아친화적인 사회적 환경 분위기 조성하기 위함입니다. ,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005645&wlfareInfoReldBztpCd=02,서울특별시,서대문구,서울특별시 서대문구 복지문화체육국 가족정책과,"방문, 인터넷",월,현금지급,"영유아, 아동",,서민금융,585,20250812
WLF00005617,신경과 운영지원,심뇌혈관질환자의 진료 및 신속한 응급 처치를 위한 의료기관 운영비 지원으로 환자의 치료 접근성을 높이고 의료취약지 해소로 군민의 건강 증진을 도모하기 위함.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005617&wlfareInfoReldBztpCd=02,충청북도,보은군,충청북도 보은군 보건소 보건행정과,,년,현금지급,,,서민금융,165,20250812
WLF00005612,도봉구 청년 어학 및 자격증 시험 응시료 지원사업,구직 청년들의 경제적 부담 완화와 취업 경쟁력 향상을 위하여 어학 및 응시료 지원사업을 추진하여 도봉구 청년들의 취업률 향상에 기여하고자 함,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005612&wlfareInfoReldBztpCd=02,서울특별시,도봉구,서울특별시 도봉구 미래환경국 청년미래과,E-mail,년,현금지급,청년,,"서민금융, 일자리",756,20250812
WLF00005608,결혼이민자 국적취득 수수료 지원사업, 결혼이민자 국적취득 수수료를 지원하여 국적취득 의욕 고취 및 가족욕구 충족으로 사회통합 기여,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005608&wlfareInfoReldBztpCd=02,경상남도,창원시,경상남도 창원시 복지여성보건국 여성가족과,방문,1회성,현금지급,"청년, 노년, 중장년",다문화·탈북민,서민금융,855,20250812
WLF00005566,아동건강체험활동비 지원,신체적 정서적으로 심화되는 아동의 다양한 건강 문제 해결을 통한 아동의 건강한 성장과 활동을 돕기 위해 최소한의 필요 경비를 지원하는 사업입니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005566&wlfareInfoReldBztpCd=02,제주특별자치도,,제주특별자치도 복지가족국 아동보육청소년과,방문,월,지역화폐,아동,,서민금융,1101,20250812
WLF00005501,장애인통합복지카드(A형) 발급수수료 지원,장애인통합복지카드(A형)의 발급수수료 지원을 통해 장애인의 경제적 부담을 덜고 행정절차 간소화 달성,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005501&wlfareInfoReldBztpCd=02,대전광역시,중구,대전광역시 중구 복지환경국 노인장애인과,,월,현금지급,,장애인,서민금융,763,20250812
WLF00005441,서울특별시 서울형 키즈카페 시립 뚝섬 자벌레점 운영,한강공원 내 놀이 인프라를 연계한 자연 친화적인 실내 놀이시설을 지원하여 아동의 놀이성을 확대 및 강화하고 일시돌봄 제공으로 보호자 양육부담 해소 및 양육 역량 강화를 위한 사업입니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005441&wlfareInfoReldBztpCd=02,서울특별시,,서울특별시 광진구 복지국 가정복지과,인터넷,수시,기타,영유아,,,416,20250812
WLF00005423,지역아동센터 간식비 지원,지역아동센터 이용 아동 건강 증진,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005423&wlfareInfoReldBztpCd=02,경상남도,통영시,경상남도 통영시 문화복지교통국 여성가족과,인터넷,월,현금지급,"청소년, 아동",,서민금융,765,20250812
WLF00005399,장수노인 장제비 지원사업,군민의 장례비용 부담 경감을 위한 장제비 지원 장제비 지원,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005399&wlfareInfoReldBztpCd=02,전북특별자치도,순창군,전북특별자치도 순창군 행정복지국 건강장수과,방문,수시,전자바우처(바우처),,,안전·위기,353,20250812
WLF00005241,육아수당,출산과 양육에 유리한 환경을 조성하는데 경제적지원을 이바지함으로써 저출산문제의 대책강구,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005241&wlfareInfoReldBztpCd=02,전북특별자치도,정읍시,전북특별자치도 정읍시 복지환경국 여성가족과,방문,월,지역화폐,영유아,,서민금융,2663,20250812
WLF00005234,성동구 청년 등 탈모 치료 지원,청년 등의 탈모로 인한 정신적·육제적 고통을 해소하고 자신감 넘치는 일상생활을 영위할 수 있도록 탈모 치료 지원,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005234&wlfareInfoReldBztpCd=02,서울특별시,성동구,서울특별시 성동구 복지국 아동청년과,인터넷,월,현금지급,"청소년, 청년, 아동, 영유아",,"서민금융, 신체건강",672,20250812
WLF00005226,방과후학교 자유수강권 지원,  - 저소득층‧다자녀 가정 학생 등에 대한 지속적이고 실질적인 지원을 통한 교육 기회 확대로 공교육 활성화 제고 및 계층 간 교육격차 완화,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005226&wlfareInfoReldBztpCd=02,제주특별자치도,제주특별자치도교육청,제주특별자치도교육청 교육국 초등교육과,"방문, 인터넷",년,감면,"아동, 청소년","저소득, 다문화·탈북민, 한부모·조손","서민금융, 교육",1893,20250812
WLF00005194,통영시 산모건강관리비 지원사업,출산장려 및 산모와 신생아 건강증진,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005194&wlfareInfoReldBztpCd=02,경상남도,통영시,경상남도 통영시 보건소 건강증진과,방문,1회성,지역화폐,"청년, 임신 · 출산",,"서민금융, 임신·출산",682,20250812
WLF00005192,모다드림 청년통장 지원사업,청년 근로자에게 목돈마련을 위한 공제금 지원을 통해 장기근속을 유도하고 고임금 근로자와의 격차 해소,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005192&wlfareInfoReldBztpCd=02,경상남도,,경상남도 교육청년국 청년정책과,인터넷,1회성,현금지급,청년,,서민금융,2696,20250812
WLF00005191,아픈아이 병원 동행서비스 「우리아이 안심동행센터」,돌봄 취약계층 아동의 병원 동행서비스 제공을 통한 가정 내 돌봄 부담 경감 및 아동 안전 강화,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005191&wlfareInfoReldBztpCd=02,서울특별시,성동구,서울특별시 성동구 복지국 아동청년과,"전화, 방문, 인터넷",수시,프로그램/서비스(서비스),"청소년, 아동, 영유아",,,300,20250812
WLF00005190,순창군 대학생 생활지원금 지원사업,"- 대학 생활비, 주거비 목적의 교육에 소요되는 경제적 부담 경감
- 지역 인재의 고등 교육기회 보장으로 우수인재 양성 및 애향심 고취",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005190&wlfareInfoReldBztpCd=02,전북특별자치도,순창군,전북특별자치도 순창군 행정복지국 행정과,방문,반기,현금지급,청년,,"서민금융, 교육",327,20250812
WLF00005124,순창군 노인 장애인등 이동 보조용 전동보조기기 지원 사업,교통이 불편한 농촌 취약지역으로 거동이 불편한 어르신과 장애인에게 전동보조기기를 지원하여 이동편의를 증진하고 경제적 부담을 완화하고자 하는 사업입니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005124&wlfareInfoReldBztpCd=02,전북특별자치도,순창군,전북특별자치도 순창군 행정복지국 주민복지과,방문,년,현금지급,,장애인,서민금융,164,20250812
WLF00005066,암환자 가발구입비 지원,항암치료 과정에서 육체적 고통과 함께 탈모증세로 인하여 심한 정신적 고통을 겪고 있는 암환자의 자존감 및 치료의지를 강화하기 위하여 가발구입비 지원,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005066&wlfareInfoReldBztpCd=02,전북특별자치도,정읍시,전북특별자치도 정읍시 보건소 보건위생과,방문,월,현금지급,,,"서민금융, 신체건강",376,20250812
WLF00005048,임실군 어르신 이·미용료 지원 사업,"어르신들의 적절한 위생관리와 건강증진을 도모하고 나아가 어르신들의 보건복지 증진을 통해 삶의 질 향상 도모



",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005048&wlfareInfoReldBztpCd=02,전북특별자치도,임실군,전북특별자치도 임실군 복지환경국 주민복지과,,반기,실물바우처,노년,,,127,20250812
WLF00004908,탐나는인재 훈련(프로젝트) 수당,제주의 내일을 만들어 갈 청년들을 대상으로 선지원 후숙련 프로그램 제공을 통한 제주형 청년 혁신인재 육성 및 취창업 연계 지원,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004908&wlfareInfoReldBztpCd=02,제주특별자치도,,제주특별자치도 경제활력국 노동일자리과,인터넷,월,"현금지급, 기타, 전자바우처(바우처)",청년,,서민금융,1301,20250812
WLF00004880,치매치료관리비 지원사업,"치매검진비 및 치료비 지원 범위를 기준중위소득 지원 기준 초과 일반가구(기준 탈락 대상)도 지원 대상 확대하여 치매를 조기 진단 및 치료하기 위함
■ 지원 기준 충족자: 국비 지원
· 치매검사비: 기준중위소득  120% 이하
· 치매치료관리비: 기준중위소득 140% 이하
■ 기원 기준(소득) 초과자: 시비 지원(조례 개정)
",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004880&wlfareInfoReldBztpCd=02,강원특별자치도,태백시,강원특별자치도 태백시 보건소 치매안심센터,방문,분기,"현금지급, 현물지급","중장년, 노년",,"서민금융, 신체건강",413,20250812
WLF00004866,보훈예우수당 지급,국가에 공헌하고 헌신한 국가유공자에게 보훈예우수당을 지원하여 국가유공명예 선양 및 나라사랑 정신 함양,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004866&wlfareInfoReldBztpCd=02,대전광역시,유성구,대전광역시 유성구 주민복지국 사회돌봄과,방문,월,현금지급,,보훈대상자,서민금융,883,20250812
WLF00004840,통영시 전입대학생 지원,"통영시 전입대학생을 지원함으로써 고등교육기관 교육의 질을 높이고, 전입대학생의 자격요건을 전입으로 설정하여 지역사회의 인구 증가 및 지역 인재 유치, 지역경제 활성화 효과 등을 기대",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004840&wlfareInfoReldBztpCd=02,경상남도,통영시,경상남도 통영시 평생학습관,"우편, 방문",반기,지역화폐,,,"서민금융, 교육",213,20250812
WLF00004943,산후조리비지원 사업,출산 후 건강관리 및 출산가정의 경제적 부담을 완화하여 지역 내 산모의 건강증진 및 출산장려 분위기 조성이 필요함.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004943&wlfareInfoReldBztpCd=02,경상남도,합천군,경상남도 합천군 보건소 건강관리과,방문,년,현금지급,"청소년, 임신 · 출산, 청년, 중장년",,"서민금융, 임신·출산",599,20250812
WLF00004895,고성군 성인용 보행기 지원,보행이 어려운 어르신들의 이동 불편 해소 및 편리하게 이동할 수 있는 환경 조성 ,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004895&wlfareInfoReldBztpCd=02,강원특별자치도,고성군,강원특별자치도 고성군 행정복지국 복지과,방문,수시,현금지급,노년,,"서민금융, 신체건강",316,20250812
WLF00004779,여성청소년 생리용품 보편지원,여성청소년 대상 생리용품 구입비용 지원,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004779&wlfareInfoReldBztpCd=02,서울특별시,성동구,서울특별시 성동구 복지국 아동청년과,"방문, 인터넷",반기,실물바우처,청소년,,,4029,20250812
WLF00004719,서울 디딤돌소득 시범사업,취약계층을 더 두텁게 보호하고 소득양극화를 완화하기 위한 미래 복지모델 구축,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004719&wlfareInfoReldBztpCd=02,서울특별시,,서울특별시 복지실 복지기획관 디딤돌소득과,"방문, 전화, 인터넷",월,현금지급,,,서민금융,6671,20250812
WLF00003810,장애인신문 구독 지원 사업,장애인 정보접근성 보장,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003810&wlfareInfoReldBztpCd=02,서울특별시,강동구,서울특별시 강동구 복지가족국 장애인복지과,방문,주,기타,,"장애인, 저소득",,454,20250812
WLF00003970,효도가게(노인 목욕비 및 이·미용비 지원) 사업,울주군에 거주하는 만 65세 이상 어르신들의 품위유지를 위한 목욕 및 이·미용비를 효도이용권 전자 바우처 형태로 지원하여 건강한 노후생활을 보장하고자 함.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003970&wlfareInfoReldBztpCd=02,울산광역시,울주군,울산광역시 울주군 복지교육국 노인장애인과,방문,분기,전자바우처(바우처),노년,,,2584,20250812
