서비스ID,서비스명,서비스 요약,상세 링크,소관기관,대표연락처,신청가능여부,주소,태그,시작일,종료일,진행상태,INTRS_THEMA_CD,FMLY_CIRC_CD,BKJR_LFTM_CYC_CD,WLFARE_INFO_AGGRP_CD,카테고리,사업상태,사업기간,연락처,이메일,사업목적,지원대상,지원내용,신청방법,제출서류
S0027796594,기프트 카,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0027796594&wlfareInfoReldBztpCd=03,초록우산 어린이재단(현대자동차그룹 협력),,, ,,20140530,20991231,진행중,"일자리,문화·여가","다문화·탈북민,저소득",,,생계지원,,,,,,- 만 18세 이상으로 차량을 활용한 창업계획을 보유하고 있는 저소득자,"- 창업용 차량, 차량 취득세금 및 보험료, 창업자금, 컨설팅 등","- 홈페이지: www.gift-car.kr
- 이메일:  gift-car@childfund.or.kr
- 우편: 서울시 강남구 테헤란로78길 14-6(대치동) 4층
        어린이재단 서울남부지역본부 기프트카 담당자 앞
  * 자세한 사업안내는 홈페이지 내 사업안내문 첨부 참조",* 기프트카 홈페이지에서 신청서류양식 다운로드 가능
S0027662458,눈 수술비 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0027662458&wlfareInfoReldBztpCd=03,아이러브재단,,, ,,20140530,20991231,진행중,"정신건강,신체건강","저소득,다문화·탈북민","청년,영유아,노년,중장년,아동,청소년",,건강·의료,,,,,,"- 만10세까지
ㆍ수급자(의료급여 1종, 2종)
ㆍ차상위 대상자
ㆍ건강보험 대상자 중 월 건강보험료 납부액이 일정액 이하이며, 재산세 1년 과제 내역이 50,000원 미만인 자 

- 만 10세 이상
ㆍ전국가구 평균소득 50%이하 대상","- 대상질환
ㆍ백내장, 녹내장, 망막질환 등(60세 이상 저소득 어르신, 10~59세 저소득가정, 다문화 가정 및 외국인 노동자)
ㆍ만 10세 미만 어린이에 한해 사시, 첩모난생, 인검하수 등 지원 
- 수술비 지원 범위: 수술 전 사전검사비 1회, 수술비, 수술에 관련된 재료비, 안경/돋보기 구입비(의사 처방에 의해 하나만 지원, 상한액은 4만원) 등, 개안수술비 총액 중 본인 부담금 지원, 입원비는 일반기준병실(5~6인실)로 지급되고, 환자 식대를 포함 
- 금액 미정",- 기타 접수: 주소지 관할 보건소(연중 접수),"- 만 10세까지: 개안수술 지원 신청서, 수술이 필요하다는 내용의 의사진단서
- 건강보험 대상자: 건강보험료 납부 확인서 1부 
- 11~59세: 지원신청서(인터넷으로 다운받아 작성 가능), 안과 진료의뢰서(진단서), 주민등록등본, 신청일 전월의 건강보험료 납부영수증 각 1부 
- 60세 이상: 개안수술 지원신청서, 안과 진료의뢰서9진단서) 1부, 주민등록등본 (지원대상자가 보험가입자와 함께 거주시) 또는 건강보험증 사본(지원대상자가 보험가입자와 달리 거주시), 신청일 전월의 건강보험료 납부영수증(수급자의 경우, 수급자 증명서 제출)"
S0027796615,장학사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0027796615&wlfareInfoReldBztpCd=03,에듀윌 장학재단,,, ,,20140530,20991231,진행중,교육,저소득,"아동,청소년",,생계지원,,,,,,- 현재 중학교 2~3학년에 재학중인 학생으로서 가정형편이 어려운 저소득층 가정의 학생,- 1인 120만원,- 우편 접수: 서울시 구로구 디지털로 34길 55 코오롱싸이언스밸리 2차 310호,"- 추천권자(학교 또는 기관)의 장학생 추천서, 주민등록등본 1부
- 학교생활기록부 사본 1부 또는 성적증명서
- 경제 상황 증빙서류(기초생활  수급대상자 증명서, 차상위 증명서, 한부모가족증명서, 소득관련 증빙서류 중 1가지 서류를 신청자 명의로 발급 받아 제출)"
S9765877726,사랑의 오뚝이 휠체어,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S9765877726&wlfareInfoReldBztpCd=03,(주)만도,,, ,,20160704,20991231,진행중,"신체건강,정신건강","저소득,장애인",,,생계지원,,,,,,"- 교통사고 피해자 중 휠체어가 필요한 장애인 또는 가족 친지
ㆍ기초생활수급 대상 또는 최저생계비 200% 이내로 타기관으로부터 지원 못받은 자","- 전동휠체어(대세HS-7200, 베터리55A,75A), 일반휠체어(대세P-2200) 지원",- 매년 6~7월 중 인터넷 사연신청(www.mando.com),
S9765900524,"국내학사, 해외박사 장학사업",,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S9765900524&wlfareInfoReldBztpCd=03,일주학술문화재단,,, ,,20160715,20991231,진행중,교육,,청년,,생계지원,,,,,,"- 일반장학생: 국내 4년제 대학 1~2학년 재학생 중 평점 3.0/4.5 이상 
- 예체능장학생: 음악, 미술, 연극영화
- 체육 전공자 해외박사: 해외우수대학 박사과정 진학예정자 및 재학중인 자","- 국내학사 등록금 전액 및 그룹홈 학업보조금(연 100만원) 
- 해외박사 연간 최대 USD 50,000","- 인터넷 www.iljufoundation.org(학사 9~10월, 박사 4~5월)",
S0001018887,월동준비 주거환경 개선 사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0001018887&wlfareInfoReldBztpCd=03,LG공익재단,,, ,,20140901,20991231,진행중,주거,"저소득,장애인",노년,,주거지원,,,,,,"- 수급자 또는 차상위계층의 노인, 장애인 가정 등 
- LG재단이 건립한 복지재단이 있는 지역(서울, 부산, 울산, 광주, 경기, 경남, 경북, 전남, 충북)",- 월동준비에 관련된 환경개선 일체,"- 기타 접수: 복지관에서 대상자 발굴, 사업신청
- 접수기간: 매년 9월 중 공고",
S0014764381,시각장애인 정보화사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0014764381&wlfareInfoReldBztpCd=03,LG공익재단,,, ,,20140101,20991231,진행중,교육,장애인,,,생계지원,,,,,,- 시각 장애인,- 정보 접근이 어려운 시각장애인을 위해 시각장애인 전용 디지털 콘텐츠를 제작하여 보급(음성도서),- 기타접수,
S0001018886,독거노인 생활필수품 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0001018886&wlfareInfoReldBztpCd=03,LG공익재단,,, ,,20130204,20991231,진행중,,저소득,노년,,생계지원,,,,,,- 65세 이상 수급자 독거노인,- 생활필수품 세트,- 전국 종합사회복지관 신청접수(10월 중 공고 확인),
S0001012576,장학금사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0001012576&wlfareInfoReldBztpCd=03,LG공익재단,,, ,,20130204,20991231,진행중,교육,,청년,,생계지원,,,,,,"- 전국 16개 지정된 대학원 석사과정박사과정석박사 통합과정 1년차 1학기 재학생 
- 인문사회계 및 자연계분야 전공자(의약학 및 예체능계 제외)","- 3학기 등록금 전액 및 교재대(학기 당 30만원) 
- 기타지원
ㆍ장학생 M.T 및 연말모임 지원
ㆍ연암장학생 학위 취득 기념패 수여 및 장학생의 밤 행사 시행(매년 2월)","- 공고: 매년 4월 말 공고 
- 방문접수: 지정된 16개 대학교",
S0027662478,카시트 사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0027662478&wlfareInfoReldBztpCd=03,한국어린이안전재단,,, ,,20140530,20991231,진행중,,저소득,영유아,,아동지원,,,,,,"- 기타조건: 전국 3세 이하의 자녀(유아)가 있으며 자동차를 보유한 가정 중 저소득층 및 사회적 취약 계층 가정 
- 신청자격: 1, 2, 3에 모두 해당하는 가정
ㆍ1. 전국 3세 이하(2012년~2014년 출생)의 자녀를 둔 가정
ㆍ2. 배기량 2,000cc 미만의 승용차를 보유한 가정(승합, 화물, 외제차량 제 외)
ㆍ3. 선정기준(1~6순위)에 해당하는 가정 
* 1순위: 교통안전공단 자동차사고 피해지원사업 대상자 가정, 기초생활수급자 가정
* 2순위: 차상위계층 가정, 저소득 한부모 가정 
* 3순위: 국가유공자 중 생활조정수당 수급자 가정 
* 4순위: 장애인(장애등급 1급 또는 2급) 가정, 희귀난치성질환자 중 의료비지원사업 대상자 가정 
* 5순위: 입양된 영유아 자녀 가정 
* 6순위: 세 자녀 이상 가정",- 카시트 무상보급,"- 인터넷 접수: www.childsafe.or.kr 
- 우편 접수(서류 제출 대상자): 서울시 송파구 오금로 472(거여동) 
- 매년 4월, 7월 접수공고","- 주민등록등본 원본 1부(필수), 자동차등록증 사본 1부(필수), 선정기준 증빙서류 1부(필수), 자동차보험증서 사본 1부(해당자에 한 함)"
S0018868975,치료비지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0018868975&wlfareInfoReldBztpCd=03,한국혈액암협회,,, ,,20131227,20991231,진행중,"신체건강,정신건강",저소득,,,생계지원,,,,,,- 기초생활보장수급권자나 저소득층 성인 백혈병 환우,"- 치료비 100만원 ~ 최대 500만원
- 생활비 5만원 ~ 최대 100만원","- 기타 접수: 병원 내 사회사업실을 통해 지원 
- 연중 접수

- 심의절차 및 기준
· 상담(혈액암협회담당자와전화상담)→지원신청(병원사회사업실또는사회복지팀접수)→지원심사→결과통보(병원공문접수,환우에게는개별문자알림)→송금(매월말일,병원원무과또는사회사업실계좌)","- 공통서류
· 치료비지원신청서, 사회복지사소견서, 개인정보제공및정보제공동의서, 진단서, 주민등록등본, 전월세계약서사본, 의료급여증사본또는건강보험증사본, 지방세과세증명서또는미과세증명서, 기타금융기관대출관련서류등부채상황을확인할수있는서류, 지원대상자사진1매, 후원금수령확인서"
S0000778762,출산용품 무료지원(모아사랑태교음악회),,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0000778762&wlfareInfoReldBztpCd=03,월드휴먼브리지,,, ,,20120502,20991231,진행중,임신·출산,저소득,임신 · 출산,,건강·의료,,,,,,- 출산용품 지원이 필요한 임산부,"- 필수 출산용품 12종, 태교음악회 제공",- 인터넷 다음카페 모아사랑 카페에서 각 지역별로 연중 접수 중,
S0018868953,장애인 첨단보조기구 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0018868953&wlfareInfoReldBztpCd=03,따뜻한 동행,,, ,,20131227,20991231,진행중,"정신건강,신체건강",장애인,,,생계지원,,,,,,"- 아래 사항 모두 충족하여야 함
ㆍ연령: 20세~58세 등록 장애인
ㆍ장애유형: 지체장애, 뇌병변 장애, 시각장애, 청각장애 등
ㆍ기타사항: 현재 학교생활, 직장생활, 사회활동 등을 수행 중인 사람","- 맞춤형 첨단 보조기구 지원 
- 보조기구 사용 및 관리 교육 서비스 제공 
- 보조기구 지원에 따른 사후관리 서비스 제공","- 인터넷 접수: www.atrac.or.kr 
- 관련 양식 내려받아 작성 
- 이메일(hm-tech@atrac.or.kr) 접수 
- 우편 접수: (445-360) 경기도 수원시 권선구 탑동 903 경기종합노동복지회관 별관 3층 경기도재활공학서비스연구지원센터2013 장애인 첨단 보조기구 지원 사업 담당자 
- 매년 9~10월 공고","- 신청서 표지(소정양식-인적사항 기재), 세부 신청서 ~(소정양식), 장애인등록카드(복지카드) 사본 또는 장애인 증명서 1부, 주민등록등본 1부, 건강보험료 납부 확인서 또는 국민기초생활수급권자 증명서 1부(해당자), 개인정보수집이용동의서 1부,학교 재학증명서 또는 재직증명서 1부(해당자만), 추천서 1부(담당 지도교사 또는 교수, 직장의 대표자 등 해당자만, 소정양식 사용)"
S0018352626,장애인문화예술지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0018352626&wlfareInfoReldBztpCd=03,장애인문화협회,,, ,,20140904,20991231,진행중,문화·여가,"저소득,다문화·탈북민,장애인",,,건강·의료,,,,,,"- 다문화가정, 저소득, 장애인 및 소외계층","- 프로그램 켈리크래피, 미술치료사, 상담심리사, 리본&포장아트
- 수강료 무료","- 매년 5월 공고(인원충원시까지)
- 인터넷 접수: www.bluesky82.org",
S0018416717,교육사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0018416717&wlfareInfoReldBztpCd=03,한국장애인문화협회,,, ,,20140101,20991231,진행중,교육,저소득,"아동,청소년",,아동지원,,,,,,"- 보육시설
- 지역아동센터/청소년센터
- 저소득계층의 어린이집
- 초ㆍ중ㆍ고 학교의 저소득계층 학생
- 소년소녀가장
- 장애인
- 한부모/조손 가정의 학생
- 다문화 단체/가정
- 새터민 단체/가정
- 차상위계층
- 그 외 소외계층",- 무료 나눔교육문화복지카드 발급,"- 이메일 접수: bluesky-8288@hanmail.net, 수시 접수(메일 제목: 성명(단체명)-나눔교육문화복지카드 신청합니다) 
- 신청서: www.bluesky82.org에서 다운로드",
S0018352616,임신·출산준비에 관한 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0018352616&wlfareInfoReldBztpCd=03,한국난임가족연합회 아가야,,, ,,20140101,20991231,진행중,"임신·출산,신체건강,정신건강",,임신 · 출산,,건강·의료,,,,,,- 난임 부부,"- 난임교육 및 상담, 병원정보 안내, 식이요법 및 생활습관, 감정코칭, 대안탐색 등",- 전화문의,
S0027448987,눈건강교육,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0027448987&wlfareInfoReldBztpCd=03,한국실명예방재단,,, ,,20140524,20991231,진행중,"정신건강,신체건강,교육",,,,아동지원,,,,,,"- 서울, 경기, 인천 지역 초등학생","- 러브아이 대학생 봉사단 방문교육(눈보호의 중요성, 눈의구조, 눈건강 관리), 러브아이 교육용 키트를 통한 체험형 학습
ㆍ참여아동 중 눈수술 또는 안경이 필요한 아동에게 수술비 및 안경비 지원","- <a title=""러브아이 새창열기"" href=""http://www.loveeye.or.kr"" target=""_blank"">www.loveeye.or.kr</a> 러브아이 캘린더 신청접수 후 개별연락으로 일정 확정",
S0018352618,위탁모 및 입양지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0018352618&wlfareInfoReldBztpCd=03,한국난임가족연합회 아가야,,, ,,20140101,20991231,진행중,임신·출산,,"청년,중장년,임신 · 출산",,채무·법률,,,,,,- 난임부부,- 입양을 원하는 난임부부의 1차 상담 지원을 통하여 협력기관인 입양기관 전문기관을 통한 2차 상담을 연결ㆍ주선,- 전화 상담 : 02-3431-3382,
S0018416708,아가야 보듬이 지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0018416708&wlfareInfoReldBztpCd=03,한국난임가족연합회 아가야,,, ,,20140101,20991231,진행중,"신체건강,임신·출산,정신건강",,임신 · 출산,,건강·의료,,,,,,- 법적 혼인상태에 있는 체외수정시술을 요하는 난임부부로 의사의 진단서 제출자로 전국 가구 월평균 소득 150%이하 (건강보험료 본인부담금 납부액) 체외수정시술을 희망하는 난임 가정,- 체외수정 시술 지원,"- 전화 상담 : 02-3431-3382 
- 연중 수시 접수","- 공통서류
ㆍ지원 신청서, 병원 혹은 보건소에서 발급된 난임진단서 또는 정부지원 받은 확인서 1회, 2회 , 3회, 4회 중 택 1, 가장 최근 건강보험료 본인부담금 납부 영수증, 납부확인서(맞벌이 부부 또는 부부가 각각 가입되어 있을 경우 각각의 서류첨부, 휴직의 경우 휴직증서 첨부), 건강 보험카드 사본 1부(맞벌이 부부는 각각의 사본 첨부) 

- 추가서류
ㆍ지원동기 사연 (선택)"
