출처,복지사업ID,복지사업명,설명,소관기관,대표연락처,온라인신청,주소,시작일,종료일,태그,지원대상,서비스내용,신청방법,필요서류,관심주제,대상특성,생애주기,기준,지원범위,지원주기,오프라인,대리 신청 가능,지급 방식,지원가능한 나이
지자체,WLF00001159,입원 및 격리치료명령 결핵환자 부양가족생활보호비 지원,결핵예방법에 따라 입원 및 격리치료 명령을 받은 결핵환자의 격리기간 동안 발생한 소득상실을 보전하기 위해 환자 본인 또는 그 부양가족에게 생활보호비를 지급합니다.,질병관리청 결핵정책과,1339,N, ,20110401,19700101,,"저소득, 0~5세,19~39세,6~12세,40~64세,13~18세,65세이상, 기준중위소득","생활지원,신체건강, 현금지급","방문,전화, 대리인(배우자, 친족, 관계인),본인",,"생활지원,신체건강",저소득,,기준중위소득,기타,1회성,Y,Y,현금지급,"0~5세,19~39세,6~12세,40~64세,13~18세,65세이상"
지자체,WLF00001133,장애인 건강검진기관 지원,"장애인 건강검진기관을 지정·지원하여 장애인의 건강검진 이용 접근성을 보장하고, 장애인·비장애인 수검률 격차를 해소하고자 합니다.",보건복지부 장애인건강과,129,N, ,20181231,19700101,,"장애인, 65세이상,40~64세,19~39세","신체건강, 기타","방문,전화, 본인",,신체건강,장애인,,해당없음,해당없음(전체가구),1회성,Y,N,기타,"65세이상,40~64세,19~39세"
지자체,WLF00001115,노인 안검진 및 개안수술,저소득층 노인 등에 대한 정밀 안검진 실시로 안질환을 조기 발견하고 개안수술비 지원을 통해 의료비 부담을 경감합니다.,보건복지부 노인건강과,129,N, ,20030101,19700101,,"저소득, 노년, 65세이상,40~64세, 기준중위소득","신체건강, 현물지급","방문,우편, 대리인(배우자, 친족, 관계인),본인,관할시군구청 공무원",,신체건강,저소득,노년,기준중위소득,해당없음(전체가구),1회성,Y,Y,현물지급,"65세이상,40~64세"
지자체,WLF00003265,장애수당,장애인연금 비수급 경증장애인을 대상으로 장애로 인한 추가적 비용을 보전하여 저소득 장애인 가구의 생활 안정을 도모합니다.,보건복지부 장애인자립기반과,129,Y, ,20090101,19700101,장애수당,"저소득,장애인, 청년,중장년,노년, 40~64세,65세이상,19~39세, 기준중위소득","생활지원, 현금지급","방문,인터넷, 대리인(배우자, 친족, 관계인),본인",,생활지원,"저소득,장애인","청년,중장년,노년",기준중위소득,장애인가구,월,Y,Y,현금지급,"40~64세,65세이상,19~39세"
지자체,WLF00004661,청년월세 한시 특별지원,고금리·고물가 등으로 경제적 어려움을 겪는 청년층의 주거비 부담 경감을 위해 청년월세를 한시적으로 지원합니다.,국토교통부 청년주거정책과,1600-0777,Y, ,20220822,20271231,,"저소득, 청년, 19~39세, 재산최고 기준액,기준중위소득","주거, 현금지급","방문,인터넷, 본인,대리인(배우자, 친족, 관계인)",,주거,저소득,청년,"재산최고 기준액,기준중위소득",해당없음(전체가구),월,Y,Y,현금지급,19~39세
지자체,WLF00000102,의료급여(의료급여),의료급여 수급권자에 대한 의료비를 지원하여 저소득층의 국민보건 향상과 사회복지 증진에 기여합니다.,보건복지부 기초의료보장과,129,N, ,20090101,19700101,의료급여,"저소득,보훈대상자,다문화·탈북민, 40~64세,65세이상,6~12세,13~18세,19~39세,0~5세, 기준중위소득","정신건강,신체건강, 현금지급,현물지급","방문, 본인,대리인(배우자, 친족, 관계인)",,"정신건강,신체건강","저소득,보훈대상자,다문화·탈북민",,기준중위소득,해당없음(전체가구),수시,Y,Y,"현금지급,현물지급","40~64세,65세이상,6~12세,13~18세,19~39세,0~5세"
지자체,BOK00001001,파킨슨루게릭 환자 의료비 지원사업,파킨슨병과 루게릭병을 진단받은 대상자가 시의적절한 치료를 통해 건강을 회복하고 당면한 가정 내 경제적 어려움을 극복할 수 있도록 돕고자 합니다.,사회복지법인 밀알복지재단,,, ,20250901,20260831,,"저소득,다자녀,장애인,한부모·조손,다문화·탈북민, 중장년,노년,청년","신체건강,생활지원",,,"신체건강,생활지원","저소득,다자녀,장애인,한부모·조손,다문화·탈북민","중장년,노년,청년",,,,N,Y,,
지자체,BOK00000947,클린하우스에서 리스타트!,"아동·청소년기에 아동 학대와 부모 방임, 가정 해체 등의 위기 상황으로 인한  보호의 사각지대에 방치되어 쓰레기집에서 생활하는 고위기 청(소)년에게 1:1 맞춤형 사례관리 제공과 일상 회복, 사회로의 안전한 복귀를 지원합니다. ",(재)청소년행복재단,,, ,20250203,20251231,,"저소득, 청년,청소년,아동, 19~39세,13~18세",주거,,,주거,저소득,"청년,청소년,아동",,,,N,Y,,"19~39세,13~18세"
지자체,WLF00003174,장애인창업육성,"장애인의 성공적인 창업을 위해 창업교육, 사업화 지원, 특화사업장 등을 지원합니다.",중소벤처기업부 소상공인정책과,02-2181-6500,N, ,20080101,19700101,,"장애인, 65세이상,40~64세,13~18세,6~12세,19~39세,0~5세","일자리, 프로그램/서비스(서비스)","방문,우편,인터넷, 본인",,일자리,장애인,,해당없음,기타,분기,Y,N,프로그램/서비스(서비스),"65세이상,40~64세,13~18세,6~12세,19~39세,0~5세"
지자체,WLF00003195,발달재활서비스,"성장기 정신적, 감각적 장애아동의 인지, 의사소통, 적응행동, 감각, 운동 등의 기능향상과 행동발달을 위한 재활서비스를 지원하고, 관련 정보를 제공합니다.",보건복지부 장애인건강과,129,Y, ,20090101,19700101,,"장애인, 청소년,아동,영유아, 0~5세,6~12세,13~18세, 기준중위소득","정신건강,신체건강,교육, 전자바우처(바우처)","방문, 대리인(배우자, 친족, 관계인),본인",,"정신건강,신체건강,교육",장애인,"청소년,아동,영유아",기준중위소득,장애인가구,월,Y,Y,전자바우처(바우처),"0~5세,6~12세,13~18세"
지자체,WLF00003198,장애아동수당,장애로 인하여 생활이 어려운 장애아동이 보다 편안한 생활을 할 수 있도록 지원합니다.,보건복지부 장애인자립기반과,129,Y, ,20090101,19700101,장애아동수당,"저소득,장애인, 청소년,아동, 13~18세,6~12세,0~5세, 기준중위소득","생활지원, 현금지급","방문,인터넷, 대리인(배우자, 친족, 관계인),본인",,생활지원,"저소득,장애인","청소년,아동",기준중위소득,장애인가구,월,Y,Y,현금지급,"13~18세,6~12세,0~5세"
지자체,WLF00003200,청소년동반자프로그램 운영,"위기 청소년을 대상으로 전문가가 찾아가서 심층상담을 하고, 청소년 동반자 프로그램을 통해 심리적·정서적 지지를 얻을 수 있도록 지원합니다.",여성가족부 청소년자립지원과,02-2100-6276,N, ,20140101,19700101,,"청년,청소년,아동, 13~18세,6~12세,19~39세","생활지원,정신건강,보호·돌봄, 프로그램/서비스(서비스)","방문,전화, 대리인(배우자, 친족, 관계인),본인",,"생활지원,정신건강,보호·돌봄",,"청년,청소년,아동",해당없음,해당없음(전체가구),수시,Y,Y,프로그램/서비스(서비스),"13~18세,6~12세,19~39세"
지자체,WLF00003204,청소년상담1388 온라인상담 ,"청소년이 언제 어디서나 편리하게 이용할 수 있는 사이버 상담 제공으로 폭력, 중독, 자살, 우울 등 청소년 문제 해결을 지원합니다.",여성가족부 청소년자립지원과,1388(지역번호+1388),N, ,20050101,19700101,,"청소년,청년,아동, 13~18세,6~12세,19~39세","정신건강,보호·돌봄, 프로그램/서비스(서비스)",,,"정신건강,보호·돌봄",,"청소년,청년,아동",해당없음,해당없음(전체가구),수시,N,Y,프로그램/서비스(서비스),"13~18세,6~12세,19~39세"
지자체,WLF00002157,"저소득 한부모가족 지원(명절격려금, 학습참고서비)",저소득 한부모가족 명절격려금 및 학습참고서비를 지원하여 자녀양육 환경을 개선하고 가족기능 유지와 생활안정에 기여하고자 함, 서울특별시 성동구 복지국 여성가족과,,N,서울특별시 성동구,20150101,19700101,,"한부모·조손, 청소년,영유아,중장년,아동,청년","서민금융, 현금지급",,,서민금융,한부모·조손,"청소년,영유아,중장년,아동,청년",,한부모 가구,반기,N,Y,현금지급,
지자체,WLF00002160,출생축하금지원사업(셋째아 이상),출산율 저하와 인구노령화 등 사회문제에 적극 대처하고 출산장려 분위기 조성을 위하여 영아 출산가정에 대한 출생축하금을 지원, 서울특별시 성동구 복지국 영유아과,,N,서울특별시 성동구,20070101,19700101,,"다자녀, 영유아","서민금융,입양·위탁, 현금지급","방문,인터넷, 본인",,"서민금융,입양·위탁",다자녀,영유아,해당없음,다자녀가구,1회성,Y,N,현금지급,
지자체,WLF00001186,가족센터(건강가정지원센터)운영,지역주민의 특성을 고려한 맞춤형 가족지원서비스를 제공하여 가족의 안정성 강화 및 가족관계 증진을 돕습니다.,여성가족부 가족정책과,1577-9337,N, ,20050101,20251231,,"한부모·조손,다자녀,다문화·탈북민, 0~5세,19~39세,6~12세,65세이상,40~64세,13~18세","보호·돌봄,생활지원,문화·여가,교육, 프로그램/서비스(서비스)","인터넷,방문,전화, 본인",,"보호·돌봄,생활지원,문화·여가,교육","한부모·조손,다자녀,다문화·탈북민",,해당없음,해당없음(전체가구),수시,Y,N,프로그램/서비스(서비스),"0~5세,19~39세,6~12세,65세이상,40~64세,13~18세"
지자체,WLF00001284,보훈예우수당,국가를 위해 희생 공헌한 국가유공자 및 선순위 유족에 대한 예우와 지원, 서울특별시 성북구 복지교육국 복지정책과,,N,서울특별시 성북구,20180101,19700101,,보훈대상자,"서민금융,입양·위탁, 현금지급","방문, 본인,대리인(배우자, 친족, 관계인)",,"서민금융,입양·위탁",보훈대상자,,해당없음,해당없음(전체가구),월,Y,Y,현금지급,
지자체,WLF00003220,여성장애인교육지원,장애와 여성이라는 이중 제약으로 교육의 기회를 갖지 못한 장애 여성에게 교육서비스를 제공하여 사회참여 기회를 확대합니다.,보건복지부 장애인서비스과,129,N, ,20120101,19700101,,"장애인, 13~18세,40~64세,65세이상,6~12세,19~39세,0~5세","생활지원,교육, 프로그램/서비스(서비스)","방문,우편, 본인",,"생활지원,교육",장애인,,해당없음,해당없음(전체가구),년,Y,N,프로그램/서비스(서비스),"13~18세,40~64세,65세이상,6~12세,19~39세,0~5세"
지자체,WLF00003235,입양아동 양육수당 지원,입양아동 양육수당 지원을 통해 입양가정의 경제적 부담을 완화하여 국내입양 활성화 및 아동의 건전한 육성을 도모합니다.,보건복지부 아동정책과,129,N, ,20090101,19700101,,"영유아,청소년,아동, 6~12세,13~18세,0~5세","생활지원,입양·위탁, 현금지급","방문, 본인",,"생활지원,입양·위탁",,"영유아,청소년,아동",해당없음,해당없음(전체가구),월,Y,N,현금지급,"6~12세,13~18세,0~5세"
지자체,WLF00003236,청소년상담1388 전화상담 ,365일 24시간 연중 상시 이용가능한 비대면 청소년상담채널 운영으로 청소년 고민해소 지원 및 위기청소년을 조기발견합니다.,여성가족부 청소년자립지원과,1388,N, ,20050101,19700101,,"청년,청소년,아동, 6~12세,19~39세,13~18세","정신건강,보호·돌봄, 프로그램/서비스(서비스)",,,"정신건강,보호·돌봄",,"청년,청소년,아동",해당없음,해당없음(전체가구),수시,N,Y,프로그램/서비스(서비스),"6~12세,19~39세,13~18세"
지자체,WLF00003252,노인보호전문기관,"학대피해 노인에게 일시보호, 법률지원, 전문 상담 등의 서비스를 제공합니다.",보건복지부 노인정책과,1577-1389,N, ,20070101,19700101,,"노년, 65세이상","법률,안전·위기,보호·돌봄, 시설입소,프로그램/서비스(서비스)","모바일앱,전화, 관할시군구청 공무원,대리인(배우자, 친족, 관계인),사회복지시설 종사자,본인,교육/훈련기관 종사자,의료기관 종사자",,"법률,안전·위기,보호·돌봄",,노년,해당없음,해당없음(전체가구),수시,N,Y,"시설입소,프로그램/서비스(서비스)",65세이상
지자체,WLF00003262,장애아가족양육지원,장애아동 가족의 일상적인 돌봄 부담을 경감하고 보호자의 사회활동을 돕기 위하여 돌봄 및 일시적 휴식지원 서비스를 제공합니다.,보건복지부 장애인서비스과,129,Y, ,20090101,19700101,,"장애인, 청소년,아동,영유아, 13~18세,0~5세,6~12세, 기준중위소득","생활지원,보호·돌봄, 프로그램/서비스(서비스)","방문, 본인,대리인(배우자, 친족, 관계인)",,"생활지원,보호·돌봄",장애인,"청소년,아동,영유아",기준중위소득,해당없음(전체가구),년,Y,Y,프로그램/서비스(서비스),"13~18세,0~5세,6~12세"
지자체,WLF00003279,언어발달지원사업,장애인 부모의 자녀에게 필요한 언어발달지원서비스를 제공하여 아동의 건강한 성장을 지원합니다.,보건복지부 장애인서비스과,129,Y, ,20100801,19700101,,"장애인,저소득, 아동, 0~5세,6~12세, 기준중위소득","신체건강,교육, 전자바우처(바우처)","방문, 대리인(배우자, 친족, 관계인),본인",,"신체건강,교육","장애인,저소득",아동,기준중위소득,장애인가구,월,Y,Y,전자바우처(바우처),"0~5세,6~12세"
